gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	svalue_shrink	log2FC_shrink	comparison	samples_i	samples_j	gene_name	is_signif_pos	is_signif_neg	is_signif_any
Anogam_AGAP001899	66255.3238212371	3.44217345582917	0.641741270247885	5.36380254070237	8.14879833226009e-08	1.84874732895089e-06	6.79348950338478e-08	3.21736708350317	Fem.Oecy-Bulk	Oecy	Bulk	fatty acid synthase2C animal type	TRUE	FALSE	TRUE
Anogam_AGAP002809	180.741448112774	-0.686892500983865	0.315148610928056	-2.1795828290694	0.0292883987541171	0.0820363799759446	0.00411972852626019	-0.620733924695239	Fem.Oecy-Bulk	Oecy	Bulk	3-oxoacyl-(acyl-carrier-protein) synthase II	FALSE	FALSE	FALSE
Anogam_AGAP008468	8781.72903879729	3.32968536119906	0.721187131667117	4.61695060129825	3.89419919770801e-06	5.36277876055833e-05	3.05337287168381e-06	3.04473234697891	Fem.Oecy-Bulk	Oecy	Bulk	fatty acid synthase2C animal type	TRUE	FALSE	TRUE
Anogam_AGAP009176	20868.5231455671	-3.28792672042951	0.592033659216744	-5.55361451032938	2.79822210120104e-08	7.3413868049972e-07	2.41748644778666e-08	-3.08099458341276	Fem.Oecy-Bulk	Oecy	Bulk	fatty acid synthase2C animal type	FALSE	TRUE	TRUE
Anogam_AGAP028049	13982.4400153326	3.3766119035802	0.703885610658746	4.7971031833143	1.6097668870931e-06	2.48059258866515e-05	1.26619155152846e-06	3.1115709005402	Fem.Oecy-Bulk	Oecy	Bulk		TRUE	FALSE	TRUE
Anogam_AGAP001899	50773.8069586871	3.07680797966063	0.565275845935714	5.44302043291362	5.23846353723147e-08	5.1325943266365e-07	2.51008935336246e-08	2.89174048528886	Mal.Oecy-Bulk	Oecy	Bulk	fatty acid synthase2C animal type	TRUE	FALSE	TRUE
Anogam_AGAP002809	187.284833582346	-1.071212556036	0.427864616173749	-2.5036250148832	0.0122928243288637	0.0277947384734392	0.00140530992592152	-0.953095325810591	Mal.Oecy-Bulk	Oecy	Bulk	3-oxoacyl-(acyl-carrier-protein) synthase II	FALSE	FALSE	FALSE
Anogam_AGAP008468	11263.2790342745	3.07792255874065	0.615034265094906	5.00447330079357	5.60149746792187e-07	4.22147847532013e-06	2.40378235731177e-07	2.88295999045591	Mal.Oecy-Bulk	Oecy	Bulk	fatty acid synthase2C animal type	TRUE	FALSE	TRUE
Anogam_AGAP009176	2882.56853109902	-2.09860116244537	0.452080325769471	-4.6420979698097	3.44889251392543e-06	2.10371172458883e-05	1.06402002795563e-06	-1.95833181800094	Mal.Oecy-Bulk	Oecy	Bulk	fatty acid synthase2C animal type	FALSE	TRUE	TRUE
Anogam_AGAP028049	13192.1667621736	2.95166598144929	0.543409355567154	5.43175407491586	5.58027916893744e-08	5.41538530441338e-07	2.38175750527195e-08	2.78843287987946	Mal.Oecy-Bulk	Oecy	Bulk		TRUE	FALSE	TRUE
Anogam_AGAP001899	13479.9689863275	-0.157695799122549	0.446028916803766	-0.353555101881271	0.723672327147905	0.810192884436681	0.0921851168115678	-0.126707496232089	Bulk.Fem-Mal	Fem	Mal	fatty acid synthase2C animal type	FALSE	FALSE	FALSE
Anogam_AGAP002809	305.961889305232	-0.392034668125189	0.388323926166519	-1.00955579017575	0.312708159686168	0.437692946582616	0.0312110878835573	-0.343589764300378	Bulk.Fem-Mal	Fem	Mal	3-oxoacyl-(acyl-carrier-protein) synthase II	FALSE	FALSE	FALSE
Anogam_AGAP008468	2479.27322834198	-0.794896661392755	0.425006706915319	-1.8703155702226	0.0614400086160456	0.120071820885328	0.00635748679401573	-0.695172489824601	Bulk.Fem-Mal	Fem	Mal	fatty acid synthase2C animal type	FALSE	FALSE	FALSE
Anogam_AGAP009176	24664.8223916625	2.79099372191996	0.336803812466902	8.28670465894514	1.1642926977491e-16	2.0124167626197e-15	1.19030667539516e-17	2.73733411441924	Bulk.Fem-Mal	Fem	Mal	fatty acid synthase2C animal type	TRUE	FALSE	TRUE
Anogam_AGAP028049	3411.78482943467	-0.518676907636273	0.341588724252708	-1.51842514348499	0.128907257134576	0.219399183814955	0.0114659616582904	-0.474624141937943	Bulk.Fem-Mal	Fem	Mal		FALSE	FALSE	FALSE
Anogam_AGAP001899	85420.1237200928	0.171119800282181	0.694669964135907	0.246332516326707	0.805424840893694	0.953711846113102	0.312715483839956	0.0145791181084587	Oecy.Fem-Mal	Fem	Mal	fatty acid synthase2C animal type	FALSE	FALSE	FALSE
Anogam_AGAP002809	102.339180772191	-0.0551580290433841	0.372140204777732	-0.148218408909428	0.882170404070802	0.972001894292043	0.28324817313283	-0.0262118760309139	Oecy.Fem-Mal	Fem	Mal	3-oxoacyl-(acyl-carrier-protein) synthase II	FALSE	FALSE	FALSE
Anogam_AGAP008468	14847.0179780546	-0.576367367321149	0.818201791496288	-0.70443180803493	0.481163903136159	0.818920200420396	0.229254042244468	-0.0942111043573657	Oecy.Fem-Mal	Fem	Mal	fatty acid synthase2C animal type	FALSE	FALSE	FALSE
Anogam_AGAP009176	1908.38634316038	1.56479527713426	0.643240275063876	2.4326761519696	0.0149876992540395	0.126673444858061	0.0682172342307633	0.83125700961225	Oecy.Fem-Mal	Fem	Mal	fatty acid synthase2C animal type	FALSE	FALSE	FALSE
Anogam_AGAP028049	19834.0486537957	-0.115270374089205	0.806090931830462	-0.142999219489358	0.886290797615517	0.97322705908444	0.308557159602879	-0.0175604714476846	Oecy.Fem-Mal	Fem	Mal		FALSE	FALSE	FALSE
