annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
DEAD	56	25	15144	1586	5.87023889005381e-11	6.15788059566644e-08
Cpn60_TCP1	11	10	15144	1586	1.54088214096632e-09	8.08192682936835e-07
Helicase_C	80	27	15144	1586	1.72745226284897e-08	6.0403247457619e-06
Brix	5	5	15144	1586	1.25273387432096e-05	0.00328529458540671
tRNA-synt_2b	6	5	15144	1586	6.86227409099429e-05	0.0125949787624223
WD40	131	29	15144	1586	7.20399166582781e-05	0.0125949787624223
DUF4217	4	4	15144	1586	0.000119888690627176	0.0179661766382725
HGTP_anticodon	8	5	15144	1586	0.000534261912089431	0.062271193975757
Ribosomal_L7Ae	8	5	15144	1586	0.000534261912089431	0.062271193975757
CBF	3	3	15144	1586	0.00114670541047762	0.075180873474439
DUF2428	3	3	15144	1586	0.00114670541047762	0.075180873474439
Ribosomal_60s	3	3	15144	1586	0.00114670541047762	0.075180873474439
Ribosomal_L1	3	3	15144	1586	0.00114670541047762	0.075180873474439
Ribosomal_L16	3	3	15144	1586	0.00114670541047762	0.075180873474439
S4	3	3	15144	1586	0.00114670541047762	0.075180873474439
Utp12	3	3	15144	1586	0.00114670541047762	0.075180873474439
MCM_N	6	4	15144	1586	0.00151075681266924	0.0880435498050018
tRNA-synt_1	6	4	15144	1586	0.00151075681266924	0.0880435498050018
MMR_HSR1	14	6	15144	1586	0.00186679999616467	0.103067010314565
Anticodon_1	7	4	15144	1586	0.00323265485968286	0.154138861263969
RNase_PH	7	4	15144	1586	0.00323265485968286	0.154138861263969
RRM_1	127	24	15144	1586	0.0029981459729802	0.154138861263969
AARP2CN	2	2	15144	1586	0.0109617508367753	0.176905794273497
ATP-synt_ab	5	3	15144	1586	0.00974388777782782	0.176905794273497
ATP-synt_ab_N	5	3	15144	1586	0.00974388777782782	0.176905794273497
C4	2	2	15144	1586	0.0109617508367753	0.176905794273497
CitMHS	2	2	15144	1586	0.0109617508367753	0.176905794273497
Fcf1	2	2	15144	1586	0.0109617508367753	0.176905794273497
Gar1	2	2	15144	1586	0.0109617508367753	0.176905794273497
GrpE	2	2	15144	1586	0.0109617508367753	0.176905794273497
GTP_EFTU_D2	13	5	15144	1586	0.00783994225223529	0.176905794273497
KH_6	2	2	15144	1586	0.0109617508367753	0.176905794273497
MCM	9	4	15144	1586	0.0097972230727817	0.176905794273497
MCM_OB	9	4	15144	1586	0.0097972230727817	0.176905794273497
Methyltransf_25	4	3	15144	1586	0.00422715557002896	0.176905794273497
MGS	2	2	15144	1586	0.0109617508367753	0.176905794273497
NAC	2	2	15144	1586	0.0109617508367753	0.176905794273497
NLE	2	2	15144	1586	0.0109617508367753	0.176905794273497
NOP5NT	2	2	15144	1586	0.0109617508367753	0.176905794273497
NUC153	2	2	15144	1586	0.0109617508367753	0.176905794273497
Nucleoporin_C	2	2	15144	1586	0.0109617508367753	0.176905794273497
PDCD9	2	2	15144	1586	0.0109617508367753	0.176905794273497
Piwi	5	3	15144	1586	0.00974388777782782	0.176905794273497
Pribosyl_synth	2	2	15144	1586	0.0109617508367753	0.176905794273497
Pribosyltran_N	2	2	15144	1586	0.0109617508367753	0.176905794273497
RIBIOP_C	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosom_S12_S23	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_L24e	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_L27A	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_L28e	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_L3	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_L6e	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_S14	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_S2	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_S4	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_S5	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_S5_C	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_S8	2	2	15144	1586	0.0109617508367753	0.176905794273497
Ribosomal_S8e	2	2	15144	1586	0.0109617508367753	0.176905794273497
Sas10_Utp3	2	2	15144	1586	0.0109617508367753	0.176905794273497
tRNA_bind	2	2	15144	1586	0.0109617508367753	0.176905794273497
tRNA_m1G_MT	2	2	15144	1586	0.0109617508367753	0.176905794273497
tRNA_SAD	4	3	15144	1586	0.00422715557002896	0.176905794273497
zf-C2H2_2	4	3	15144	1586	0.00422715557002896	0.176905794273497
zf-CCHC	9	4	15144	1586	0.0097972230727817	0.176905794273497
zf-C2H2_jaz	14	5	15144	1586	0.011158354616719	0.177350212014215
1-cysPrx_C	5	2	15144	1586	0.0884316211626358	0.18843844660159
2-oxoacid_dh	3	2	15144	1586	0.0305918416893707	0.18843844660159
2OG-FeII_Oxy	3	2	15144	1586	0.0305918416893707	0.18843844660159
40S_S4_C	1	1	15144	1586	0.10472794506075	0.18843844660159
40S_SA_C	1	1	15144	1586	0.10472794506075	0.18843844660159
AAA_18	1	1	15144	1586	0.10472794506075	0.18843844660159
AAA_25	1	1	15144	1586	0.10472794506075	0.18843844660159
AATF-Che1	1	1	15144	1586	0.10472794506075	0.18843844660159
ABC_tran_Xtn	3	2	15144	1586	0.0305918416893707	0.18843844660159
ACBP	5	2	15144	1586	0.0884316211626358	0.18843844660159
Acyl_transf_1	3	2	15144	1586	0.0305918416893707	0.18843844660159
Acyl-CoA_dh_N	11	3	15144	1586	0.0998269978651028	0.18843844660159
Adenylsucc_synt	1	1	15144	1586	0.10472794506075	0.18843844660159
ADH_N_2	4	2	15144	1586	0.0569565278087126	0.18843844660159
ADK_lid	1	1	15144	1586	0.10472794506075	0.18843844660159
ADSL_C	1	1	15144	1586	0.10472794506075	0.18843844660159
AhpC-TSA	5	2	15144	1586	0.0884316211626358	0.18843844660159
AICARFT_IMPCHas	1	1	15144	1586	0.10472794506075	0.18843844660159
AIMP2_LysRS_bd	1	1	15144	1586	0.10472794506075	0.18843844660159
AIRC	1	1	15144	1586	0.10472794506075	0.18843844660159
AIRS	4	2	15144	1586	0.0569565278087126	0.18843844660159
AIRS_C	4	2	15144	1586	0.0569565278087126	0.18843844660159
Ala_racemase_N	1	1	15144	1586	0.10472794506075	0.18843844660159
Aldedh	10	4	15144	1586	0.0149903126043372	0.18843844660159
Aminotran_1_2	10	3	15144	1586	0.0785015023269615	0.18843844660159
Aminotran_4	1	1	15144	1586	0.10472794506075	0.18843844660159
AMMECR1	1	1	15144	1586	0.10472794506075	0.18843844660159
ANAPC4_WD40	12	4	15144	1586	0.0298130083507972	0.18843844660159
APC_r	1	1	15144	1586	0.10472794506075	0.18843844660159
Arginase	1	1	15144	1586	0.10472794506075	0.18843844660159
Arginosuc_synth	1	1	15144	1586	0.10472794506075	0.18843844660159
AROS	1	1	15144	1586	0.10472794506075	0.18843844660159
ATP-grasp_2	3	2	15144	1586	0.0305918416893707	0.18843844660159
ATP-synt	1	1	15144	1586	0.10472794506075	0.18843844660159
ATP-synt_ab_C	1	1	15144	1586	0.10472794506075	0.18843844660159
ATP-synt_DE_N	1	1	15144	1586	0.10472794506075	0.18843844660159
ATP12	1	1	15144	1586	0.10472794506075	0.18843844660159
AXH	1	1	15144	1586	0.10472794506075	0.18843844660159
Band_7	8	3	15144	1586	0.0428978379643768	0.18843844660159
Band_7_C	1	1	15144	1586	0.10472794506075	0.18843844660159
BCIP	1	1	15144	1586	0.10472794506075	0.18843844660159
BING4CT	1	1	15144	1586	0.10472794506075	0.18843844660159
Biotin_lipoyl	6	3	15144	1586	0.0179770187429864	0.18843844660159
BOP1NT	1	1	15144	1586	0.10472794506075	0.18843844660159
BP28CT	1	1	15144	1586	0.10472794506075	0.18843844660159
Bystin	1	1	15144	1586	0.10472794506075	0.18843844660159
CaMKII_AD	1	1	15144	1586	0.10472794506075	0.18843844660159
CAS_CSE1	1	1	15144	1586	0.10472794506075	0.18843844660159
CBS	5	2	15144	1586	0.0884316211626358	0.18843844660159
CDK2AP	1	1	15144	1586	0.10472794506075	0.18843844660159
CHGN	3	2	15144	1586	0.0305918416893707	0.18843844660159
Chromo	8	3	15144	1586	0.0428978379643768	0.18843844660159
CIA30	1	1	15144	1586	0.10472794506075	0.18843844660159
Cid2	1	1	15144	1586	0.10472794506075	0.18843844660159
Citrate_bind	1	1	15144	1586	0.10472794506075	0.18843844660159
Citrate_synt	3	2	15144	1586	0.0305918416893707	0.18843844660159
Cnd2	1	1	15144	1586	0.10472794506075	0.18843844660159
CoA_trans	1	1	15144	1586	0.10472794506075	0.18843844660159
CPL	1	1	15144	1586	0.10472794506075	0.18843844660159
CPSase_L_D2	4	2	15144	1586	0.0569565278087126	0.18843844660159
CPSase_L_D3	1	1	15144	1586	0.10472794506075	0.18843844660159
CPSase_sm_chain	1	1	15144	1586	0.10472794506075	0.18843844660159
CPSF100_C	1	1	15144	1586	0.10472794506075	0.18843844660159
Cse1	1	1	15144	1586	0.10472794506075	0.18843844660159
CTP_synth_N	1	1	15144	1586	0.10472794506075	0.18843844660159
Cupin_4	1	1	15144	1586	0.10472794506075	0.18843844660159
Cut8	1	1	15144	1586	0.10472794506075	0.18843844660159
CutA1	1	1	15144	1586	0.10472794506075	0.18843844660159
CYTH	1	1	15144	1586	0.10472794506075	0.18843844660159
DAP3	1	1	15144	1586	0.10472794506075	0.18843844660159
DBC1	1	1	15144	1586	0.10472794506075	0.18843844660159
DBP10CT	1	1	15144	1586	0.10472794506075	0.18843844660159
DCP1	1	1	15144	1586	0.10472794506075	0.18843844660159
DEK_C	3	2	15144	1586	0.0305918416893707	0.18843844660159
DHHA1	1	1	15144	1586	0.10472794506075	0.18843844660159
DJ-1_PfpI	1	1	15144	1586	0.10472794506075	0.18843844660159
DKCLD	1	1	15144	1586	0.10472794506075	0.18843844660159
DLD	1	1	15144	1586	0.10472794506075	0.18843844660159
DNA_ligase_IV	1	1	15144	1586	0.10472794506075	0.18843844660159
DNA_pol_alpha_N	1	1	15144	1586	0.10472794506075	0.18843844660159
DNA_pol_phi	1	1	15144	1586	0.10472794506075	0.18843844660159
DNA_pol3_delta2	1	1	15144	1586	0.10472794506075	0.18843844660159
DNA_primase_lrg	1	1	15144	1586	0.10472794506075	0.18843844660159
DnaJ	33	7	15144	1586	0.0513269582747193	0.18843844660159
DnaJ_CXXCXGXG	3	2	15144	1586	0.0305918416893707	0.18843844660159
Drc1-Sld2	1	1	15144	1586	0.10472794506075	0.18843844660159
DS	1	1	15144	1586	0.10472794506075	0.18843844660159
dsDNA_bind	1	1	15144	1586	0.10472794506075	0.18843844660159
DUF1011	1	1	15144	1586	0.10472794506075	0.18843844660159
