annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
KIAA1430	3	2	15144	124	0.000198452458140113	0.00520937702617797
Peptidase_M17_N	3	2	15144	124	0.000198452458140113	0.00520937702617797
Tubulin	12	3	15144	124	0.000111688639268346	0.00520937702617797
Tubulin_C	12	3	15144	124	0.000111688639268346	0.00520937702617797
Peptidase_M17	5	2	15144	124	0.000654427501068189	0.013742977522432
DUF1397	6	2	15144	124	0.000976378400641111	0.0170866220112194
Actin	14	2	15144	124	0.00567471975572631	0.0286582144743798
DUF1074	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF1431	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF2475	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF3695	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4207	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4464	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4490	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4497	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4736	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4746	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4770	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4771	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4776	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4790	1	1	15144	124	0.00818806127839422	0.0286582144743798
DUF4795	1	1	15144	124	0.00818806127839422	0.0286582144743798
Dzip-like_N	1	1	15144	124	0.00818806127839422	0.0286582144743798
Fes1	1	1	15144	124	0.00818806127839422	0.0286582144743798
GAS	1	1	15144	124	0.00818806127839422	0.0286582144743798
Lebercilin	1	1	15144	124	0.00818806127839422	0.0286582144743798
Metallothio_5	1	1	15144	124	0.00818806127839422	0.0286582144743798
OHCU_decarbox	1	1	15144	124	0.00818806127839422	0.0286582144743798
RIIa	1	1	15144	124	0.00818806127839422	0.0286582144743798
THEG	1	1	15144	124	0.00818806127839422	0.0286582144743798
FHA	18	2	15144	124	0.00933938350877176	0.0316333957555172
IQ	19	2	15144	124	0.0103826345238465	0.0340680195313713
3HCDH_N	2	1	15144	124	0.016309614497801	0.0372475690299023
B12D	2	1	15144	124	0.016309614497801	0.0372475690299023
BACK	24	2	15144	124	0.0163179826226239	0.0372475690299023
Deltameth_res	2	1	15144	124	0.016309614497801	0.0372475690299023
DUF4729	2	1	15144	124	0.016309614497801	0.0372475690299023
DUF667	2	1	15144	124	0.016309614497801	0.0372475690299023
ELFV_dehydrog	2	1	15144	124	0.016309614497801	0.0372475690299023
