"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"svalue_shrink"	"log2FC_shrink"	"comparison"	"samples_i"	"normcounts_i"	"samples_j"	"normcounts_j"	"gene_name"	"is_signif_pos"	"is_signif_neg"	"is_signif_any"
"Anogam_AGAP000002"	391.352536270739	0.770367826787198	0.352711098809327	2.18413264960413	0.0289525021583797	0.081333665962401	0.00446396541519553	0.684978042743459	"Fem.Oecy-Bulk"	"Oecy"	428.491915458284	"Bulk"	268.33871692883	"KIBRLG WW domain-containing protein"	FALSE	FALSE	FALSE
"Anogam_AGAP000005"	1698.26344319251	-0.397435782598068	0.243937933007279	-1.62924961156496	0.103260188337725	0.210218513145961	0.0133368855429229	-0.369861378344587	"Fem.Oecy-Bulk"	"Oecy"	1277.97558894114	"Bulk"	1799.72520689367	"high mobility group protein B1"	FALSE	FALSE	FALSE
"Anogam_AGAP000007"	762.454470093331	0.126969302843483	0.498284834330095	0.254812697669563	0.798867767609153	0.871058716770765	0.138505283801379	0.0960079149364093	"Fem.Oecy-Bulk"	"Oecy"	691.248144564638	"Bulk"	675.781885063553	"IGL1 contactin-like putative cell adhesion molecule"	FALSE	FALSE	FALSE
"Anogam_AGAP000008"	1150.70413415646	-0.123598916541524	0.307202548454975	-0.40233688542997	0.687436112298149	0.79122115029445	0.111231952293049	-0.108925099496874	"Fem.Oecy-Bulk"	"Oecy"	961.309652685323	"Bulk"	1118.52569615697	"DnaJ (Hsp40) homolog subfamily A member 1"	FALSE	FALSE	FALSE
"Anogam_AGAP000009"	318.561904874827	0.944182931981956	0.313160543103715	3.01501243619077	0.00256968719043818	0.0120887537161211	0.000396453751640814	0.869402407037249	"Fem.Oecy-Bulk"	"Oecy"	363.784969278636	"Bulk"	202.287976317698	"syntaxin-binding protein"	FALSE	FALSE	FALSE
"Anogam_AGAP000010"	385.197509412719	0.251474712130054	0.504345114646977	0.498616333988041	0.618049695892033	0.737307273914805	0.102279637666548	0.189281317611336	"Fem.Oecy-Bulk"	"Oecy"	365.595086531659	"Bulk"	328.57689412815	"ethanolamine kinase"	FALSE	FALSE	FALSE
"Anogam_AGAP000011"	1522.0003697786	-0.376719357865074	0.682560243338409	-0.551921037801054	0.581002454000524	0.707677616018663	0.103079226633545	-0.232125112203712	"Fem.Oecy-Bulk"	"Oecy"	1153.39387257018	"Bulk"	1603.53884369983	"branched-chain-amino-acid aminotransferase 2"	FALSE	FALSE	FALSE
"Anogam_AGAP000012"	119.292771598851	-0.521781531225012	0.438608349253973	-1.18962972800793	0.23419195618323	0.38042482853243	0.0359731827977525	-0.423376689755544	"Fem.Oecy-Bulk"	"Oecy"	85.229255773849	"Bulk"	131.070175875868	"TTRNA1 tyrosyl-tRNA synthetase"	FALSE	FALSE	FALSE
"Anogam_AGAP000013"	306.163994419798	0.777467325205914	0.43591968080653	1.7835104938769	0.0745032412954424	0.165003715353889	0.0131747764523287	0.649324256777966	"Fem.Oecy-Bulk"	"Oecy"	337.549443578112	"Bulk"	210.238212047832	""	FALSE	FALSE	FALSE
"Anogam_AGAP000014"	54.4399178773672	-0.920839218385519	0.76920521736259	-1.19713074950641	0.231255596369296	0.377240976586541	0.0509264776350779	-0.553113692489468	"Fem.Oecy-Bulk"	"Oecy"	33.207604871493	"Bulk"	66.8772320476755	""	FALSE	FALSE	FALSE
"Anogam_AGAP000015"	47.816915574503	-1.62537271592562	0.775240842505919	-2.09660356731426	0.0360286832383092	0.096252085351013	0.0161468691409604	-1.12957264518101	"Fem.Oecy-Bulk"	"Oecy"	20.3383162829632	"Bulk"	66.9359229379489	"proto-oncogene tyrosine-protein kinase ROS"	FALSE	FALSE	FALSE
"Anogam_AGAP000016"	187.902532703686	-3.26586112179638	1.05306154275877	-3.10130129074944	0.00192672139182493	0.00958862513674743	0.00325870117220555	-2.53542471067478	"Fem.Oecy-Bulk"	"Oecy"	30.9919518214296	"Bulk"	317.500763523838	"SCRB10 Class B Scavenger Receptor (CD36 domain)."	FALSE	FALSE	FALSE
"Anogam_AGAP000017"	490.230235642047	0.616130255872492	0.299436217957982	2.05763437727814	0.0396252440629717	0.1035091900057	0.00525639400456563	0.561300862072899	"Fem.Oecy-Bulk"	"Oecy"	514.151499756274	"Bulk"	358.218647883113	""	FALSE	FALSE	FALSE
"Anogam_AGAP000018"	99.2405916663378	-0.991370518600883	0.561968881279721	-1.76410216228223	0.0777147805056991	0.17038303709756	0.0172651581916893	-0.75834481480483	"Fem.Oecy-Bulk"	"Oecy"	57.853280806484	"Bulk"	122.507949038537	"phosphatidylinositol-42C5-bisphosphate 3-kinase"	FALSE	FALSE	FALSE
