"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"svalue_shrink"	"log2FC_shrink"	"comparison"	"samples_i"	"normcounts_i"	"samples_j"	"normcounts_j"	"gene_name"	"is_signif_pos"	"is_signif_neg"	"is_signif_any"
"Anogam_AGAP000002"	197.438528212508	0.960921190137176	0.26642716593637	3.60669373470222	0.000310123334911338	0.00111102726413054	2.856750989807e-05	0.91692875857894	"Mal.Oecy-Bulk"	"Oecy"	280.035624620041	"Bulk"	154.640319139921	"KIBRLG WW domain-containing protein"	FALSE	FALSE	FALSE
"Anogam_AGAP000005"	465.081050816846	0.669236345530024	0.301499133989915	2.21969574729329	0.026439427728885	0.0539040872266126	0.00221758697008261	0.624144280478772	"Mal.Oecy-Bulk"	"Oecy"	610.395407865975	"Bulk"	411.937941908694	"high mobility group protein B1"	FALSE	FALSE	FALSE
"Anogam_AGAP000007"	377.565767409523	0.755517829017333	0.29701368187663	2.54371389305611	0.0109680881933957	0.0251601023510525	0.00089428842240862	0.707959484102709	"Mal.Oecy-Bulk"	"Oecy"	509.602884822543	"Bulk"	324.234082560194	"IGL1 contactin-like putative cell adhesion molecule"	FALSE	FALSE	FALSE
"Anogam_AGAP000008"	547.197885832757	1.45973166839237	0.265026391744404	5.50787285290502	3.63195570380841e-08	3.7487808227604e-07	5.740246980536e-09	1.41166982013418	"Mal.Oecy-Bulk"	"Oecy"	857.669444769244	"Bulk"	334.942922067453	"DnaJ (Hsp40) homolog subfamily A member 1"	TRUE	FALSE	TRUE
"Anogam_AGAP000009"	315.55229216603	0.992692837844332	0.350068057667777	2.8357138450673	0.00457233932724601	0.0117795325801307	0.000450514068749248	0.91751804181101	"Mal.Oecy-Bulk"	"Oecy"	451.095819750121	"Bulk"	242.989146116915	"syntaxin-binding protein"	FALSE	FALSE	FALSE
"Anogam_AGAP000010"	213.890628802503	0.894852097013614	0.386178544018872	2.31719786319844	0.0204929558815152	0.0433347078770938	0.00208837311973073	0.807825151253378	"Mal.Oecy-Bulk"	"Oecy"	296.720141621488	"Bulk"	171.141072206966	"ethanolamine kinase"	FALSE	FALSE	FALSE
"Anogam_AGAP000011"	776.795726016627	1.30218136189387	0.522273625963581	2.49329335650709	0.0126564230702115	0.0285649500127567	0.00182342435110404	1.1216926096881	"Mal.Oecy-Bulk"	"Oecy"	1183.68898144981	"Bulk"	514.083899329933	"branched-chain-amino-acid aminotransferase 2"	FALSE	FALSE	FALSE
"Anogam_AGAP000012"	58.091878647706	0.402303282250652	0.434875371323536	0.92510017531287	0.354913801889914	0.461474476647527	0.0361159288994306	0.344136837383135	"Mal.Oecy-Bulk"	"Oecy"	70.7866926034678	"Bulk"	57.3931795334837	"TTRNA1 tyrosyl-tRNA synthetase"	FALSE	FALSE	FALSE
"Anogam_AGAP000013"	177.341758068564	1.55123619532096	0.34930526247356	4.44091848011703	8.95757261446006e-06	4.8731434659394e-05	1.45986209510857e-06	1.46756187579805	"Mal.Oecy-Bulk"	"Oecy"	282.580367382926	"Bulk"	103.625761415729	""	TRUE	FALSE	TRUE
"Anogam_AGAP000014"	16.4136995693587	0.543141637298962	0.88091186575822	0.616567511928641	0.537520028868217	0.636196026558356	0.0692872646172901	0.319195867081904	"Mal.Oecy-Bulk"	"Oecy"	20.6256566998591	"Bulk"	15.0537058719881	""	FALSE	FALSE	FALSE
