annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
Ala_racemase_N	1	1	15144	89	0.00587691494981513	0.0169777542994659
Arginase	1	1	15144	89	0.00587691494981513	0.0169777542994659
ATP-cone	1	1	15144	89	0.00587691494981513	0.0169777542994659
CAF1A	1	1	15144	89	0.00587691494981513	0.0169777542994659
dUTPase	1	1	15144	89	0.00587691494981513	0.0169777542994659
eIF_4EBP	1	1	15144	89	0.00587691494981513	0.0169777542994659
Glyco_hydro_2	1	1	15144	89	0.00587691494981513	0.0169777542994659
Glyco_hydro_2_C	1	1	15144	89	0.00587691494981513	0.0169777542994659
Glyco_hydro_2_N	1	1	15144	89	0.00587691494981513	0.0169777542994659
Glyoxalase_4	1	1	15144	89	0.00587691494981513	0.0169777542994659
HgmA	1	1	15144	89	0.00587691494981513	0.0169777542994659
LRR_8	147	5	15144	89	0.00173711294383133	0.0169777542994659
Mak16	1	1	15144	89	0.00587691494981513	0.0169777542994659
MCM	9	2	15144	89	0.00119693558508522	0.0169777542994659
MCM_N	6	2	15144	89	0.000504485706206255	0.0169777542994659
MCM_OB	9	2	15144	89	0.00119693558508522	0.0169777542994659
Methyltransf_4	1	1	15144	89	0.00587691494981513	0.0169777542994659
Microtub_bind	1	1	15144	89	0.00587691494981513	0.0169777542994659
NOC3p	1	1	15144	89	0.00587691494981513	0.0169777542994659
NPR2	1	1	15144	89	0.00587691494981513	0.0169777542994659
Phos_pyr_kin	1	1	15144	89	0.00587691494981513	0.0169777542994659
Ribonuc_red_lgC	1	1	15144	89	0.00587691494981513	0.0169777542994659
Ribonuc_red_lgN	1	1	15144	89	0.00587691494981513	0.0169777542994659
Ribosomal_L20	1	1	15144	89	0.00587691494981513	0.0169777542994659
SSF	17	2	15144	89	0.00438565294181432	0.0169777542994659
TIR	12	2	15144	89	0.0021693489128211	0.0169777542994659
Tma16	1	1	15144	89	0.00587691494981513	0.0169777542994659
Cdc6_C	2	1	15144	89	0.0117196775840002	0.0217651155131432
CP2	2	1	15144	89	0.0117196775840002	0.0217651155131432
DNA_ligase_A_C	2	1	15144	89	0.0117196775840002	0.0217651155131432
DNA_ligase_A_M	2	1	15144	89	0.0117196775840002	0.0217651155131432
DNA_ligase_A_N	2	1	15144	89	0.0117196775840002	0.0217651155131432
DUF1279	2	1	15144	89	0.0117196775840002	0.0217651155131432
ECR1_N	2	1	15144	89	0.0117196775840002	0.0217651155131432
HMG_box_2	2	1	15144	89	0.0117196775840002	0.0217651155131432
KH_6	2	1	15144	89	0.0117196775840002	0.0217651155131432
MCM2_N	2	1	15144	89	0.0117196775840002	0.0217651155131432
Pro_dh	2	1	15144	89	0.0117196775840002	0.0217651155131432
Ribosomal_L28e	2	1	15144	89	0.0117196775840002	0.0217651155131432
Ribosomal_S5	2	1	15144	89	0.0117196775840002	0.0217651155131432
Ribosomal_S5_C	2	1	15144	89	0.0117196775840002	0.0217651155131432
SLC3A2_N	2	1	15144	89	0.0117196775840002	0.0217651155131432
Biopterin_H	3	1	15144	89	0.0175284841283817	0.0290898247236973
CBF	3	1	15144	89	0.0175284841283817	0.0290898247236973
DUF4779	3	1	15144	89	0.0175284841283817	0.0290898247236973
EF-1_beta_acid	3	1	15144	89	0.0175284841283817	0.0290898247236973
EF1_GNE	3	1	15144	89	0.0175284841283817	0.0290898247236973
Glyoxalase	4	1	15144	89	0.0233035296942343	0.0370954146153118
Sld5	4	1	15144	89	0.0233035296942343	0.0370954146153118
EB	5	1	15144	89	0.0290450082845387	0.0435675124268081
Epimerase	5	1	15144	89	0.0290450082845387	0.0435675124268081
Sod_Cu	5	1	15144	89	0.0290450082845387	0.0435675124268081
Laminin_B	6	1	15144	89	0.0347531128002058	0.0511460905361519
Ldl_recept_b	8	1	15144	89	0.0460699657380016	0.0665455060660023
Aminotran_1_2	10	1	15144	89	0.0572556099077681	0.079748885228677
Peptidase_S28	10	1	15144	89	0.0572556099077681	0.079748885228677
Alk_phosphatase	11	1	15144	89	0.0627996994226488	0.0859364307888879
AA_permease_2	12	1	15144	89	0.068311549468997	0.0903101840437587
Laminin_EGF	12	1	15144	89	0.068311549468997	0.0903101840437587
Chitin_bind_4	167	3	15144	89	0.0753508313314226	0.0979560807308494
Actin	14	1	15144	89	0.0792392715336531	0.0996881158004022
bZIP_2	14	1	15144	89	0.0792392715336531	0.0996881158004022
Alpha-amylase	18	1	15144	89	0.100715927527287	0.122747536673881
SAM_1	18	1	15144	89	0.100715927527287	0.122747536673881
An_peroxidase	21	1	15144	89	0.116497662892675	0.137679056145888
Kinesin	21	1	15144	89	0.116497662892675	0.137679056145888
EGF_CA	22	1	15144	89	0.121697141038714	0.141677268671935
HMG_box	24	1	15144	89	0.132005498887925	0.151418072253797
UQ_con	26	1	15144	89	0.142194214462879	0.160741285914559
LRR_6	27	1	15144	89	0.147244136073727	0.164072037339296
Ldl_recept_a	30	1	15144	89	0.162218195252944	0.178211538446897
AAA	41	1	15144	89	0.214932048168351	0.23284305218238
Fibrinogen_C	51	1	15144	89	0.260000431573366	0.277808680311268
DEAD	56	1	15144	89	0.281565504982721	0.296785262008814
PDZ	59	1	15144	89	0.294205039355195	0.305973240929403
PBP_GOBP	61	1	15144	89	0.302508986066083	0.310469748857296
MFS_1	63	1	15144	89	0.310716318640284	0.314751595505742
Trypsin	337	1	15144	89	0.865850127008125	0.865850127008125
