gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	svalue_shrink	log2FC_shrink	comparison	samples_i	samples_j	gene_name	is_signif_pos	is_signif_neg	is_signif_any
Anogam_AGAP000088	6.43708258337338	-1.0184366931397	1.65763291934369	-0.614392174078527	0.53895620596887	NA	0.129018764470081	-0.218444066004228	Fem.Oecy-Bulk	Oecy	Bulk	CYP4H19 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP000192	168.933895785841	-2.67382353479571	0.878704411186259	-3.04291579825578	0.00234297882156601	0.0112445400104425	0.0025738960192791	-2.11596614593393	Fem.Oecy-Bulk	Oecy	Bulk	CYP4C26 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP000193	0	NA	NA	NA	NA	NA	NA	NA	Fem.Oecy-Bulk	Oecy	Bulk	CYP4C37 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP000194	1.96415288890279	-2.98082917656648	3.92793645776113	-0.758879174503121	0.447924837789672	NA	0.171143470221598	-0.113969542713078	Fem.Oecy-Bulk	Oecy	Bulk	CYP4C25 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP000284	68.8736738261935	-0.581161000055149	0.694636099242762	-0.836640941478114	0.402794425090884	0.555069704717835	0.0727778897002384	-0.363347295375011	Fem.Oecy-Bulk	Oecy	Bulk	CYP315A1 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP000818	14.6917134745464	0.661332350024548	1.83406304096013	0.360583216200869	0.71841103792573	0.813049633896258	0.161970941754657	0.123599971481763	Fem.Oecy-Bulk	Oecy	Bulk	CYP9K1 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP000877	59542.630951036	3.26495169546434	0.760979117595308	4.29046161710926	1.78302102416151e-05	0.000197740167382528	1.5235335863176e-05	2.95139687434306	Fem.Oecy-Bulk	Oecy	Bulk	CYP4G17 cytochrome P450	TRUE	FALSE	TRUE
Anogam_AGAP001039	822.292940735943	-2.01936715562033	0.832752928128486	-2.42492951679993	0.0153113591139831	0.04986181618532	0.0110185768849381	-1.44768088857364	Fem.Oecy-Bulk	Oecy	Bulk	CYP307A1 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP001076	168936.063717455	3.29421161899352	0.700718610144858	4.70119042266126	2.58649168948157e-06	3.7753185401962e-05	1.85828643425847e-06	3.03366290243671	Fem.Oecy-Bulk	Oecy	Bulk	CYP4G16 cytochrome P450	TRUE	FALSE	TRUE
Anogam_AGAP001443	13.1852766820188	1.90822637401159	1.53950537796226	1.23950614354942	0.215158115021837	0.357734454485446	0.0864439128052497	0.493905110338188	Fem.Oecy-Bulk	Oecy	Bulk	CYP325J1 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP001861	1.43537467140521	4.27027209309992	3.94481536901606	1.08250239710586	0.279029350835412	NA	0.152876259645274	0.149109711551147	Fem.Oecy-Bulk	Oecy	Bulk	CYP4H14 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP001864	84.5417316928316	-0.705666695021647	0.797230333509332	-0.885147824111721	0.376076908701057	0.528325740167096	0.0737344178351245	-0.396040529618494	Fem.Oecy-Bulk	Oecy	Bulk	CYP4H15 cytochrome P450	FALSE	FALSE	FALSE
Anogam_AGAP002138	1.82652508098206	4.61848750402427	3.77497813736731	1.22344748392244	0.221160727999495	NA	0.146379701925148	0.166188449468592	Fem.Oecy-Bulk	Oecy	Bulk	CYP325H1 cytochrome P450	FALSE	FALSE	FALSE
