annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
ELO	20	9	15144	1602	9.19289881548524e-05	0.0736618675908865
Ras	57	16	15144	1602	0.000194673606705936	0.0736618675908865
Snf7	7	5	15144	1602	0.00023019333622152	0.0736618675908865
HSP90	5	4	15144	1602	0.000571333194089913	0.109695973265263
Thioredoxin_6	5	4	15144	1602	0.000571333194089913	0.109695973265263
Amidase	6	4	15144	1602	0.00156982027228243	0.11592518933778
Cofilin_ADF	6	4	15144	1602	0.00156982027228243	0.11592518933778
GDI	3	3	15144	1602	0.00118178387846297	0.11592518933778
Glyco_hydro_35	3	3	15144	1602	0.00118178387846297	0.11592518933778
GSHPx	3	3	15144	1602	0.00118178387846297	0.11592518933778
HATPase_c	6	4	15144	1602	0.00156982027228243	0.11592518933778
SBP56	3	3	15144	1602	0.00118178387846297	0.11592518933778
SNARE	6	4	15144	1602	0.00156982027228243	0.11592518933778
PID	10	5	15144	1602	0.00210101239452065	0.144069421338559
Collagen	7	4	15144	1602	0.00335598952036365	0.181678769963028
EF-hand_4	4	3	15144	1602	0.00435272053036422	0.181678769963028
ER_lumen_recept	4	3	15144	1602	0.00435272053036422	0.181678769963028
KAsynt_C_assoc	4	3	15144	1602	0.00435272053036422	0.181678769963028
KR	4	3	15144	1602	0.00435272053036422	0.181678769963028
Ninjurin	11	5	15144	1602	0.00351799697409339	0.181678769963028
PH	43	11	15144	1602	0.00421891805764211	0.181678769963028
PS-DH	4	3	15144	1602	0.00435272053036422	0.181678769963028
Thioesterase	4	3	15144	1602	0.00435272053036422	0.181678769963028
Clat_adaptor_s	8	4	15144	1602	0.00615179810443581	0.218730599268829
NAD_binding_4	17	6	15144	1602	0.00613821804474915	0.218730599268829
Sterile	17	6	15144	1602	0.00613821804474915	0.218730599268829
Thioredoxin	22	7	15144	1602	0.00596118629932477	0.218730599268829
A_deamin	2	2	15144	1602	0.011184107179804	0.228441338140677
ALIX_LYPXL_bnd	2	2	15144	1602	0.011184107179804	0.228441338140677
ANTH	2	2	15144	1602	0.011184107179804	0.228441338140677
Arf	13	5	15144	1602	0.00818195957411831	0.228441338140677
BetaGal_dom4_5	2	2	15144	1602	0.011184107179804	0.228441338140677
C4	2	2	15144	1602	0.011184107179804	0.228441338140677
ER	2	2	15144	1602	0.011184107179804	0.228441338140677
Got1	2	2	15144	1602	0.011184107179804	0.228441338140677
I_LWEQ	2	2	15144	1602	0.011184107179804	0.228441338140677
ketoacyl-synt	5	3	15144	1602	0.0100248015347757	0.228441338140677
Ketoacyl-synt_C	5	3	15144	1602	0.0100248015347757	0.228441338140677
LON_substr_bdg	2	2	15144	1602	0.011184107179804	0.228441338140677
M20_dimer	2	2	15144	1602	0.011184107179804	0.228441338140677
OSR1_C	2	2	15144	1602	0.011184107179804	0.228441338140677
Peptidase_M20	2	2	15144	1602	0.011184107179804	0.228441338140677
PTPLA	2	2	15144	1602	0.011184107179804	0.228441338140677
RabGAP-TBC	23	7	15144	1602	0.00780005894320334	0.228441338140677
Snapin_Pallidin	2	2	15144	1602	0.011184107179804	0.228441338140677
Syntaxin_2	2	2	15144	1602	0.011184107179804	0.228441338140677
Vps5	2	2	15144	1602	0.011184107179804	0.228441338140677
FYVE	14	5	15144	1602	0.0116344911013623	0.232689822027246
1-cysPrx_C	5	2	15144	1602	0.0900247773678292	0.237829251364883
4_1_CTD	1	1	15144	1602	0.105784469096672	0.237829251364883
40S_SA_C	1	1	15144	1602	0.105784469096672	0.237829251364883
Abi	1	1	15144	1602	0.105784469096672	0.237829251364883
Acyl-CoA_dh_N	11	3	15144	1602	0.102206984062833	0.237829251364883
Adap_comp_sub	5	2	15144	1602	0.0900247773678292	0.237829251364883
Adaptin_N	9	3	15144	1602	0.0609612788739541	0.237829251364883
ADH_zinc_N	14	4	15144	1602	0.0525683789746227	0.237829251364883
Aha1_N	1	1	15144	1602	0.105784469096672	0.237829251364883
AhpC-TSA	5	2	15144	1602	0.0900247773678292	0.237829251364883
AHSA1	1	1	15144	1602	0.105784469096672	0.237829251364883
ALAD	1	1	15144	1602	0.105784469096672	0.237829251364883
Aldedh	10	4	15144	1602	0.0155206898834154	0.237829251364883
Aldo_ket_red	15	4	15144	1602	0.0658813002196135	0.237829251364883
Alpha_adaptin_C	1	1	15144	1602	0.105784469096672	0.237829251364883
Alpha_adaptinC2	5	2	15144	1602	0.0900247773678292	0.237829251364883
Aminotran_1_2	10	3	15144	1602	0.0804358170127565	0.237829251364883
Aminotran_5	5	2	15144	1602	0.0900247773678292	0.237829251364883
Amnionless	1	1	15144	1602	0.105784469096672	0.237829251364883
AMP-binding	26	7	15144	1602	0.0158037864497332	0.237829251364883
AMP-binding_C	21	6	15144	1602	0.018632606723445	0.237829251364883
Ank_2	82	14	15144	1602	0.047952623438896	0.237829251364883
Annexin	8	3	15144	1602	0.0440251255452552	0.237829251364883
AP3D1	1	1	15144	1602	0.105784469096672	0.237829251364883
