annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
CH	25	10	15116	956	1.33290570553057e-06	1.33290570553057e-06
Spectrin	8	6	15116	956	1.58051447098773e-06	1.58051447098773e-06
PDZ	59	13	15116	956	6.33843996992766e-05	6.33843996992766e-05
DUF4749	3	3	15116	956	0.000252223289765595	0.000252223289765595
SH3_9	23	7	15116	956	0.000395914565779904	0.000395914565779904
BAR	4	3	15116	956	0.000961178847844236	0.000961178847844236
ENTH	2	2	15116	956	0.00399591488628637	0.00399591488628637
KASH	2	2	15116	956	0.00399591488628637	0.00399591488628637
PRA1	2	2	15116	956	0.00399591488628637	0.00399591488628637
Pribosyl_synth	2	2	15116	956	0.00399591488628637	0.00399591488628637
Pribosyltran_N	2	2	15116	956	0.00399591488628637	0.00399591488628637
Troponin	2	2	15116	956	0.00399591488628637	0.00399591488628637
Biotin_lipoyl	6	3	15116	956	0.00436419045976839	0.00436419045976839
Neur_chan_LBD	28	6	15116	956	0.00713576026553684	0.00713576026553684
OS-D	7	3	15116	956	0.00727970440449361	0.00727970440449361
Neur_chan_memb	21	5	15116	956	0.00870356703936172	0.00870356703936172
ZZ	8	3	15116	956	0.0111039695154965	0.0111039695154965
Biotin_carb_C	3	2	15116	956	0.0114832980793279	0.0114832980793279
Biotin_carb_N	3	2	15116	956	0.0114832980793279	0.0114832980793279
Na_K-ATPase	3	2	15116	956	0.0114832980793279	0.0114832980793279
Voltage_CLC	3	2	15116	956	0.0114832980793279	0.0114832980793279
7tm_1	81	11	15116	956	0.0127406119403979	0.0127406119403979
Guanylate_kin	9	3	15116	956	0.0158813477386229	0.0158813477386229
RhoGEF	25	5	15116	956	0.0184388417554349	0.0184388417554349
FA_desaturase	10	3	15116	956	0.0216362116364487	0.0216362116364487
Pyr_redox_2	10	3	15116	956	0.0216362116364487	0.0216362116364487
Cation_ATPase_C	4	2	15116	956	0.0220054173108116	0.0220054173108116
Cation_ATPase_N	4	2	15116	956	0.0220054173108116	0.0220054173108116
CPSase_L_D2	4	2	15116	956	0.0220054173108116	0.0220054173108116
CRAL_TRIO_2	4	2	15116	956	0.0220054173108116	0.0220054173108116
Glyco_hydro_47	4	2	15116	956	0.0220054173108116	0.0220054173108116
PNP_UDP_1	4	2	15116	956	0.0220054173108116	0.0220054173108116
RasGAP	4	2	15116	956	0.0220054173108116	0.0220054173108116
SH3_2	11	3	15116	956	0.0283759664313918	0.0283759664313918
C2	38	6	15116	956	0.0306472601564015	0.0306472601564015
CBS	5	2	15116	956	0.0351492468572512	0.0351492468572512
CTD_bind	5	2	15116	956	0.0351492468572512	0.0351492468572512
DNA_pol_A_exo1	5	2	15116	956	0.0351492468572512	0.0351492468572512
EB	5	2	15116	956	0.0351492468572512	0.0351492468572512
Iso_dh	5	2	15116	956	0.0351492468572512	0.0351492468572512
MATH	5	2	15116	956	0.0351492468572512	0.0351492468572512
Thioredoxin_6	5	2	15116	956	0.0351492468572512	0.0351492468572512
TLD	5	2	15116	956	0.0351492468572512	0.0351492468572512
ZU5	5	2	15116	956	0.0351492468572512	0.0351492468572512
Sugar_tr	50	7	15116	956	0.0367295928796514	0.0367295928796514
PH	42	6	15116	956	0.0471464078345052	0.0471464078345052
CAP_GLY	6	2	15116	956	0.0505417750559926	0.0505417750559926
Claudin_2	6	2	15116	956	0.0505417750559926	0.0505417750559926
DDE_Tnp_4	6	2	15116	956	0.0505417750559926	0.0505417750559926
GATA	6	2	15116	956	0.0505417750559926	0.0505417750559926
GPHH	6	2	15116	956	0.0505417750559926	0.0505417750559926
His_Phos_1	6	2	15116	956	0.0505417750559926	0.0505417750559926
Laminin_B	6	2	15116	956	0.0505417750559926	0.0505417750559926
MyTH4	6	2	15116	956	0.0505417750559926	0.0505417750559926
Synaptobrevin	6	2	15116	956	0.0505417750559926	0.0505417750559926
fn3	43	6	15116	956	0.0519854410449087	0.0519854410449087
7tm_7	55	7	15116	956	0.0570662602798574	0.0570662602798574
2-oxogl_dehyd_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
AAA_2	1	1	15116	956	0.0632442445091294	0.0632442445091294
ACC_central	1	1	15116	956	0.0632442445091294	0.0632442445091294
Acetyltransf_16	1	1	15116	956	0.0632442445091294	0.0632442445091294
AIP3	1	1	15116	956	0.0632442445091294	0.0632442445091294
Ala_racemase_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
APS_kinase	1	1	15116	956	0.0632442445091294	0.0632442445091294
Aquarius_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
Asp	1	1	15116	956	0.0632442445091294	0.0632442445091294
Asp_Arg_Hydrox	1	1	15116	956	0.0632442445091294	0.0632442445091294
ATG13	1	1	15116	956	0.0632442445091294	0.0632442445091294
ATG16	1	1	15116	956	0.0632442445091294	0.0632442445091294
ATP-sulfurylase	1	1	15116	956	0.0632442445091294	0.0632442445091294
ATP-synt	1	1	15116	956	0.0632442445091294	0.0632442445091294
BCDHK_Adom3	1	1	15116	956	0.0632442445091294	0.0632442445091294
BET	1	1	15116	956	0.0632442445091294	0.0632442445091294
Bravo_FIGEY	1	1	15116	956	0.0632442445091294	0.0632442445091294
BRD4_CDT	1	1	15116	956	0.0632442445091294	0.0632442445091294
CAP_C	1	1	15116	956	0.0632442445091294	0.0632442445091294
CAP_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
Cbl_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
Cbl_N2	1	1	15116	956	0.0632442445091294	0.0632442445091294
Cbl_N3	1	1	15116	956	0.0632442445091294	0.0632442445091294
CLIP1_ZNF	1	1	15116	956	0.0632442445091294	0.0632442445091294
ClpB_D2-small	1	1	15116	956	0.0632442445091294	0.0632442445091294
Coprogen_oxidas	1	1	15116	956	0.0632442445091294	0.0632442445091294
Coq4	1	1	15116	956	0.0632442445091294	0.0632442445091294
COX14	1	1	15116	956	0.0632442445091294	0.0632442445091294
COX4	1	1	15116	956	0.0632442445091294	0.0632442445091294
CPT_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
DAG1	1	1	15116	956	0.0632442445091294	0.0632442445091294
DAGAT	1	1	15116	956	0.0632442445091294	0.0632442445091294
DBB	1	1	15116	956	0.0632442445091294	0.0632442445091294
DMAP_binding	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF1136	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF2181	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF2615	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF3498	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF3513	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF3591	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF4071	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF4757	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF4803	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF4808	1	1	15116	956	0.0632442445091294	0.0632442445091294
DUF758	1	1	15116	956	0.0632442445091294	0.0632442445091294
Dynein_IC2	1	1	15116	956	0.0632442445091294	0.0632442445091294
EF-hand_3	1	1	15116	956	0.0632442445091294	0.0632442445091294
Erg28	1	1	15116	956	0.0632442445091294	0.0632442445091294
F_actin_cap_B	1	1	15116	956	0.0632442445091294	0.0632442445091294
FAM177	1	1	15116	956	0.0632442445091294	0.0632442445091294
Fer2_4	1	1	15116	956	0.0632442445091294	0.0632442445091294
Fer4_21	1	1	15116	956	0.0632442445091294	0.0632442445091294
FOXP-CC	1	1	15116	956	0.0632442445091294	0.0632442445091294
FUN14	1	1	15116	956	0.0632442445091294	0.0632442445091294
Fuseless	1	1	15116	956	0.0632442445091294	0.0632442445091294
FYVE_2	1	1	15116	956	0.0632442445091294	0.0632442445091294
GCD14	1	1	15116	956	0.0632442445091294	0.0632442445091294
GDE_C	1	1	15116	956	0.0632442445091294	0.0632442445091294
Glyco_transf_41	1	1	15116	956	0.0632442445091294	0.0632442445091294
Glycolytic	1	1	15116	956	0.0632442445091294	0.0632442445091294
GMP_synt_C	1	1	15116	956	0.0632442445091294	0.0632442445091294
GSH_synth_ATP	1	1	15116	956	0.0632442445091294	0.0632442445091294
GSH_synthase	1	1	15116	956	0.0632442445091294	0.0632442445091294
HAGH_C	1	1	15116	956	0.0632442445091294	0.0632442445091294
hDGE_amylase	1	1	15116	956	0.0632442445091294	0.0632442445091294
Headcase	1	1	15116	956	0.0632442445091294	0.0632442445091294
HECA	1	1	15116	956	0.0632442445091294	0.0632442445091294
hGDE_central	1	1	15116	956	0.0632442445091294	0.0632442445091294
hGDE_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
HOIP-UBA	1	1	15116	956	0.0632442445091294	0.0632442445091294
HS1_rep	1	1	15116	956	0.0632442445091294	0.0632442445091294
HUN	1	1	15116	956	0.0632442445091294	0.0632442445091294
Ion_trans_N	1	1	15116	956	0.0632442445091294	0.0632442445091294
Jiraiya	1	1	15116	956	0.0632442445091294	0.0632442445091294
JUPITER	1	1	15116	956	0.0632442445091294	0.0632442445091294
KIND	1	1	15116	956	0.0632442445091294	0.0632442445091294
L27_1	1	1	15116	956	0.0632442445091294	0.0632442445091294
LSM14	1	1	15116	956	0.0632442445091294	0.0632442445091294
LURAP	1	1	15116	956	0.0632442445091294	0.0632442445091294
MAP7	1	1	15116	956	0.0632442445091294	0.0632442445091294
Methyltransf_5	1	1	15116	956	0.0632442445091294	0.0632442445091294
MgtE	1	1	15116	956	0.0632442445091294	0.0632442445091294
Milton	1	1	15116	956	0.0632442445091294	0.0632442445091294
Molybdopterin	1	1	15116	956	0.0632442445091294	0.0632442445091294
N_BRCA1_IG	1	1	15116	956	0.0632442445091294	0.0632442445091294
Na_trans_assoc	1	1	15116	956	0.0632442445091294	0.0632442445091294
Na_trans_cytopl	1	1	15116	956	0.0632442445091294	0.0632442445091294
NADH_dhqG_C	1	1	15116	956	0.0632442445091294	0.0632442445091294
